35068740	0.233	0.054
9709159	0.112	0.146
25094002	0.169	0.025
30673459	0.065	0.069
11624345	0.06	0.244
5786261	0.084	0.075
30706685	0.058	0.074
33837735	0.0	0.336
21132951	0.057	0.241
18906519	0.121	0.13
30490651	0.183	0.103
33745750	0.083	0.111
13542692	0.13	0.076
27380443	0.027	0.288
473286	0.122	0.068
33942920	0.107	0.089
11388102	0.166	0.035
19757981	0.053	0.206
3644125	0.099	0.216
21450904	0.089	0.214
11823946	0.122	0.145
6575053	0.053	0.216
21714981	0.107	0.053
11990695	0.03	0.173
3649186	0.078	0.149
6935978	0.091	0.045
12092931	0.154	0.118
1596505	0.079	0.134
11901512	0.0	0.0
25807103	0.0	0.094
20903293	0.072	0.126
27387452	0.097	0.145
235406	0.052	0.183
7718873	0.06	0.135
142423	0.113	0.074
29551629	0.121	0.028
5107196	0.21	0.195
30476388	0.168	0.067
30005855	0.133	0.125
6747334	0.221	0.088
2209027	0.101	0.137
14746604	0.131	0.057
8191245	0.048	0.15
20914710	0.024	0.035
27369092	0.092	0.058
24268011	0.173	0.085
4154028	0.048	0.163
770277	0.071	0.131
18133264	0.095	0.103
25588342	0.094	0.117
22479768	0.06	0.098
6002183	0.074	0.087
6540216	0.08	0.12
31509403	0.034	0.226
225473	0.106	0.039
32995532	0.061	0.174
36566804	0.0	0.229
24073089	0.084	0.151
30405742	0.167	0.042
23991052	0.101	0.236
6084851	0.154	0.093
2322506	0.106	0.091
13495023	0.208	0.187
1813912	0.042	0.183
23605990	0.0	0.0
32558509	0.049	0.152
35030619	0.057	0.097
9138693	0.029	0.214
19332675	0.064	0.125
19755481	0.056	0.131
27368886	0.09	0.171
5925279	0.152	0.111
26499399	0.102	0.135
35764248	0.135	0.023
26393786	0.142	0.144
27997130	0.096	0.0
7429667	0.067	0.054
30866673	0.064	0.158
34501845	0.138	0.097
30622939	0.065	0.151
1373219	0.06	0.137
2311219	0.046	0.141
26834911	0.033	0.095
20120996	0.092	0.073
20533021	0.196	0.049
31083557	0.112	0.089
13448042	0.122	0.196
18563253	0.0	0.138
25858471	0.018	0.101
9916623	0.183	0.042
20753929	0.057	0.106
6777222	0.073	0.07
26464187	0.056	0.17
26182742	0.176	0.123
5733324	0.153	0.103
8262659	0.079	0.095
6285350	0.012	0.185
4995581	0.085	0.101
20805584	0.136	0.1
2257358	0.104	0.142
11074454	0.063	0.285
12113134	0.136	0.13
5239234	0.055	0.085
18066729	0.056	0.066
6593182	0.099	0.073
3257958	0.089	0.131
4716139	0.148	0.115
22480532	0.114	0.104
9294	0.032	0.149
32803232	0.206	0.093
3389457	0.0	0.375
8511975	0.044	0.0
24840023	0.058	0.166
1330432	0.092	0.077
518117	0.119	0.127
19389615	0.077	0.075
14359457	0.109	0.214
6270685	0.08	0.116
11250635	0.093	0.077
6752415	0.063	0.11
6369452	0.098	0.058
5283066	0.016	0.126
13259610	0.076	0.068
4199982	0.12	0.155
14570672	0.063	0.043
25098041	0.065	0.108
1424603	0.148	0.0
19703899	0.06	0.057
12786966	0.129	0.117
3523090	0.085	0.222
20887118	0.084	0.158
3723154	0.175	0.174
2274938	0.052	0.186
14983036	0.08	0.043
3147170	0.056	0.106
7529479	0.219	0.124
29049575	0.065	0.226
8665259	0.089	0.088
31844153	0.12	0.085
10016740	0.143	0.166
28983795	0.0	0.0
22829	0.058	0.063
9141521	0.059	0.137
12333653	0.02	0.145
34506820	0.133	0.129
11627124	0.102	0.116
1307956	0.137	0.063
34410222	0.0	0.0
6009073	0.158	0.058
3177319	0.057	0.066
22457596	0.085	0.164
27972540	0.079	0.094
2906378	0.191	0.105
1871096	0.053	0.213
16898363	0.067	0.104
33743642	0.081	0.117
17938594	0.0	0.118
797330	0.111	0.131
26816029	0.0	0.024
34171890	0.079	0.104
8094606	0.037	0.231
3098782	0.224	0.046
8418734	0.122	0.106
7171361	0.142	0.11
8956466	0.184	0.0
7977406	0.066	0.051
16179846	0.089	0.055
19203309	0.156	0.073
17063416	0.31	0.0
15052685	0.068	0.127
17991914	0.206	0.065
32136365	0.015	0.214
21716330	0.077	0.108
3192223	0.042	0.078
6838347	0.095	0.049
33431914	0.101	0.082
61494	0.097	0.064
3875037	0.049	0.023
203413	0.11	0.078
5981203	0.119	0.143
30097713	0.163	0.034
28822507	0.406	0.0
8204853	0.039	0.135
4179195	0.068	0.04
204774	0.117	0.111
17049621	0.05	0.079
8423977	0.12	0.048
6014959	0.144	0.084
35002799	0.065	0.124
26283768	0.117	0.109
4268056	0.128	0.143
15842654	0.157	0.19
5719024	0.011	0.222
25480074	0.086	0.079
9916970	0.07	0.099
265033	0.106	0.104
11102452	0.082	0.137
14711494	0.031	0.2
2155517	0.042	0.042
8764467	0.0	0.133
28756896	0.309	0.151
17643352	0.025	0.115
6004920	0.119	0.217
305909	0.067	0.132
11236428	0.136	0.072
1324717	0.158	0.075
106352	0.122	0.034
26004682	0.078	0.046
19389514	0.244	0.031
24228496	0.102	0.038
21447744	0.067	0.187
24277283	0.08	0.046
11293276	0.152	0.031
16673820	0.085	0.218
25335991	0.091	0.154
5159732	0.126	0.061
917524	0.095	0.065
16150645	0.071	0.121
33567266	0.128	0.032
3182458	0.138	0.111
14901197	0.092	0.07
474750	0.094	0.125
32777283	0.059	0.312
6002416	0.157	0.072
3322205	0.178	0.078
3006994	0.082	0.181
9537791	0.121	0.04
23910715	0.07	0.097
45772	0.125	0.131
7537280	0.098	0.122
600008	0.124	0.086
15428140	0.111	0.07
7671792	0.078	0.086
5983605	0.075	0.046
7548602	0.101	0.112
33614310	0.104	0.032
30439611	0.04	0.212
14935392	0.03	0.159
26561332	0.144	0.117
5672605	0.053	0.016
19078967	0.145	0.039
5657238	0.097	0.037
29549727	0.04	0.097
25958067	0.142	0.075
3709021	0.125	0.036
4734122	0.031	0.122
17193728	0.019	0.222
785488	0.114	0.11
11493672	0.0	0.341
30714098	0.044	0.131
6215073	0.088	0.162
21099183	0.091	0.0
484102	0.097	0.128
4415958	0.108	0.109
9307052	0.104	0.157
17489502	0.147	0.201
101523	0.102	0.079
25223887	0.087	0.122
12152908	0.109	0.092
14060163	0.138	0.039
1697309	0.122	0.146
10014126	0.175	0.06
25489908	0.06	0.088
20627774	0.267	0.054
35316287	0.063	0.107
14840073	0.068	0.033
10395114	0.0	0.0
6788669	0.122	0.043
23805662	0.132	0.086
32715601	0.095	0.033
12494128	0.097	0.081
9214302	0.137	0.166
35131808	0.07	0.041
17758086	0.053	0.095
31805047	0.0	0.103
1862086	0.073	0.078
42861	0.079	0.063
23057797	0.118	0.092
6902699	0.136	0.14
5965800	0.073	0.087
3410910	0.097	0.114
8454631	0.058	0.132
35030681	0.2	0.0
6551508	0.088	0.12
4707517	0.139	0.101
21674541	0.0	0.061
2870583	0.113	0.054
22541211	0.079	0.209
8955193	0.116	0.276
23268277	0.117	0.013
19896950	0.098	0.139
26340503	0.0	0.235
4372744	0.086	0.069
1261355	0.055	0.111
12599417	0.047	0.0
7192710	0.174	0.05
24355979	0.039	0.137
1376896	0.085	0.051
11419319	0.058	0.047
21682038	0.089	0.097
33383946	0.088	0.115
161450	0.069	0.194
23566477	0.062	0.098
31832848	0.072	0.102
4370892	0.043	0.224
22834804	0.129	0.088
19282000	0.225	0.124
34985021	0.0	0.116
1595987	0.045	0.114
23899512	0.084	0.081
3036635	0.255	0.06
24898518	0.123	0.118
34431042	0.23	0.0
5549799	0.121	0.078
228355	0.052	0.074
8773488	0.129	0.077
645071	0.027	0.104
11192132	0.081	0.23
13005847	0.035	0.174
18520285	0.092	0.068
1740764	0.161	0.126
26350638	0.048	0.078
32496356	0.074	0.139
3790121	0.061	0.078
33059077	0.135	0.072
1266819	0.088	0.058
3615688	0.059	0.117
31677943	0.132	0.091
33329567	0.048	0.061
3564596	0.049	0.113
25576998	0.107	0.084
10552882	0.127	0.052
23945123	0.097	0.165
23438736	0.093	0.093
12576808	0.079	0.126
3067907	0.052	0.108
1906889	0.155	0.083
35014366	0.151	0.151
32426830	0.11	0.084
28305369	0.121	0.175
9013693	0.065	0.284
24320501	0.126	0.092
22632836	0.0	0.135
20671625	0.097	0.183
7463316	0.093	0.081
7443928	0.025	0.111
24446273	0.122	0.136
32907230	0.06	0.134
35978509	0.222	0.104
26358395	0.043	0.201
20645464	0.055	0.064
9963622	0.054	0.177
5894429	0.182	0.093
19730179	0.042	0.071
26906212	0.076	0.203
1343628	0.065	0.124
26015681	0.007	0.249
6639909	0.081	0.1
30627321	0.066	0.145
32643768	0.287	0.0
5846938	0.082	0.181
3138227	0.125	0.144
5697632	0.042	0.256
15205867	0.155	0.357
15508824	0.086	0.184
2210286	0.057	0.281
27160764	0.121	0.12
8113966	0.026	0.102
617769	0.055	0.171
14445660	0.072	0.119
2259030	0.131	0.12
11937252	0.108	0.068
2769852	0.075	0.107
4400405	0.123	0.141
8294126	0.069	0.139
3177439	0.083	0.143
7906	0.093	0.091
11842746	0.121	0.265
8896753	0.068	0.15
27923824	0.033	0.109
11850569	0.037	0.0
5787450	0.062	0.114
1461417	0.128	0.078
14143644	0.079	0.161
9495654	0.042	0.18
31140821	0.072	0.116
5760640	0.135	0.177
5937788	0.067	0.089
32826498	0.0	0.175
35012794	0.13	0.043
30413149	0.0	0.226
2344137	0.073	0.106
4971555	0.044	0.141
17722134	0.077	0.152
5120572	0.058	0.091
26131380	0.193	0.266
34540617	0.163	0.071
12414587	0.068	0.082
25540872	0.0	0.0
10031038	0.104	0.043
16047605	0.0	0.223
2116356	0.043	0.138
15060240	0.112	0.062
4288473	0.103	0.101
21600231	0.108	0.099
1141596	0.046	0.233
24972992	0.193	0.0
28226679	0.22	0.05
171545	0.08	0.084
14136794	0.072	0.159
23128400	0.135	0.147
3912910	0.048	0.084
3681139	0.085	0.092
2762659	0.087	0.098
451791	0.116	0.083
26364509	0.156	0.105
24732529	0.154	0.0
21388424	0.122	0.105
445895	0.078	0.045
32038154	0.092	0.094
456959	0.102	0.126
4140604	0.127	0.042
15127637	0.239	0.051
28148325	0.049	0.1
24583533	0.091	0.077
8302915	0.051	0.17
129246	0.034	0.11
9119884	0.026	0.066
859241	0.105	0.122
22225850	0.089	0.073
29460177	0.126	0.051
35281447	0.056	0.3
1226363	0.111	0.111
12248294	0.057	0.0
17957459	0.042	0.167
26226313	0.031	0.132
23790789	0.155	0.062
26695384	0.065	0.188
2295200	0.067	0.0
1475914	0.123	0.201
9693961	0.058	0.097
29029252	0.101	0.09
32874019	0.161	0.089
11076103	0.139	0.167
5416532	0.0	0.181
19773644	0.054	0.041
1364238	0.08	0.11
4705518	0.13	0.07
12757619	0.149	0.203
19208905	0.092	0.075
7109992	0.088	0.143
512161	0.129	0.032
11397477	0.046	0.248
28887962	0.084	0.129
3567408	0.018	0.07
18624278	0.041	0.0
30559901	0.143	0.101
13891325	0.135	0.239
26968111	0.062	0.145
25754553	0.254	0.081
29051421	0.0	0.312
23960424	0.097	0.177
1138873	0.147	0.095
21032415	0.113	0.176
14242470	0.042	0.021
6942838	0.054	0.182
16958405	0.143	0.074
633832	0.076	0.04
2493307	0.031	0.187
3384239	0.068	0.137
4358039	0.106	0.101
1814089	0.15	0.066
27753599	0.085	0.286
6847340	0.073	0.133
16345566	0.123	0.099
21869908	0.112	0.03
3581636	0.077	0.098
23925754	0.068	0.058
3589259	0.0	0.059
5579906	0.092	0.177
8377856	0.031	0.034
25065018	0.073	0.095
29393556	0.241	0.085
491757	0.045	0.181
350584	0.103	0.114
1592736	0.131	0.0
25888701	0.195	0.04
4543480	0.11	0.102
1238102	0.069	0.111
133688	0.106	0.093
33757322	0.174	0.102
9522001	0.187	0.053
335298	0.08	0.067
74868	0.083	0.119
13951439	0.111	0.066
4836072	0.132	0.065
12250339	0.201	0.03
4575990	0.084	0.083
864614	0.09	0.086
3493076	0.156	0.117
19833487	0.178	0.031
27108361	0.027	0.115
77223	0.037	0.14
1195757	0.0	0.104
20580166	0.151	0.111
26499171	0.022	0.142
4022937	0.062	0.031
12279512	0.168	0.092
23805085	0.049	0.125
7520304	0.11	0.044
4592959	0.069	0.189
3008149	0.0	0.051
34516980	0.315	0.054
18459346	0.101	0.197
24128069	0.202	0.136
24480838	0.1	0.141
28871413	0.246	0.041
28882106	0.081	0.329
15340311	0.131	0.096
18728031	0.054	0.07
9652303	0.109	0.116
77598	0.108	0.117
490800	0.045	0.159
4345210	0.04	0.074
35546738	0.032	0.054
7518798	0.108	0.033
20773812	0.17	0.045
4499062	0.035	0.142
730575	0.109	0.116
11488122	0.093	0.079
4883547	0.114	0.202
3820085	0.085	0.129
31705653	0.117	0.07
10628777	0.113	0.147
27445334	0.089	0.314
26549866	0.083	0.095
11048780	0.093	0.039
7153927	0.108	0.103
28252120	0.144	0.15
4246026	0.089	0.0
37283373	0.065	0.119
17146332	0.074	0.223
583932	0.03	0.194
36322034	0.064	0.026
3952475	0.111	0.082
3136201	0.043	0.276
25740208	0.15	0.068
3694594	0.095	0.069
4712667	0.074	0.365
506119	0.095	0.094
23195993	0.087	0.167
2711162	0.12	0.097
24485822	0.13	0.059
6317956	0.137	0.092
6304083	0.046	0.123
8905156	0.071	0.156
5263902	0.143	0.115
10091427	0.0	0.169
27117416	0.055	0.143
31967555	0.379	0.0
35119673	0.197	0.208
70428	0.117	0.134
35990410	0.142	0.146
10366326	0.192	0.101
32927927	0.0	0.0
26400853	0.026	0.158
16334910	0.022	0.173
3498675	0.04	0.187
8750776	0.097	0.167
15292916	0.0	0.195
66870	0.151	0.1
2456550	0.076	0.234
32098611	0.087	0.0
8636654	0.057	0.074
5875034	0.073	0.175
18563580	0.081	0.09
19685467	0.0	0.0
33990019	0.081	0.113
12558999	0.129	0.053
33280938	0.113	0.161
29079027	0.032	0.041
2456030	0.122	0.099
4485402	0.159	0.156
2684671	0.113	0.073
9074501	0.051	0.134
26716752	0.076	0.115
34907074	0.089	0.163
11190234	0.03	0.251
4685642	0.13	0.042
7174075	0.068	0.04
9497657	0.115	0.083
19918475	0.085	0.126
168554	0.058	0.148
6217649	0.062	0.006
14143414	0.035	0.192
3759173	0.122	0.159
16697151	0.057	0.104
27281389	0.174	0.121
4731904	0.084	0.188
26561992	0.029	0.119
16744198	0.1	0.072
177735	0.158	0.049
26536541	0.041	0.154
31762933	0.126	0.074
2156510	0.049	0.111
12212399	0.14	0.115
4142291	0.04	0.114
21508247	0.073	0.13
29101425	0.064	0.273
24158175	0.062	0.166
24188674	0.087	0.13
161915	0.058	0.139
652432	0.071	0.094
5604985	0.064	0.277
28838608	0.0	0.388
32466495	0.211	0.139
3130659	0.139	0.096
20329270	0.16	0.086
26449950	0.128	0.108
4210812	0.039	0.117
1597802	0.044	0.156
22209229	0.124	0.199
1405743	0.077	0.088
4861305	0.083	0.213
5720418	0.059	0.152
6426786	0.078	0.213
35412577	0.09	0.033
29616483	0.089	0.042
1157158	0.087	0.181
33940717	0.121	0.1
19025779	0.077	0.133
33468851	0.162	0.158
6212570	0.074	0.154
9756837	0.063	0.094
9232950	0.078	0.153
10660190	0.048	0.087
29881311	0.078	0.037
20077388	0.151	0.019
1271694	0.075	0.145
14261075	0.039	0.175
9916550	0.031	0.136
5264560	0.114	0.106
22682411	0.097	0.031
23607760	0.185	0.018
3569886	0.058	0.175
33047576	0.198	0.135
3012123	0.054	0.161
3208776	0.071	0.164
32340407	0.067	0.061
13643392	0.031	0.143
11251743	0.06	0.039
1166518	0.089	0.194
9644100	0.11	0.228
4019049	0.14	0.147
6975303	0.132	0.14
479589	0.142	0.04
20692099	0.108	0.107
2367161	0.134	0.094
5924049	0.038	0.193
22634826	0.065	0.126
12596008	0.103	0.158
34196805	0.136	0.228
18964317	0.107	0.108
4448175	0.082	0.087
15357779	0.069	0.121
33679627	0.017	0.164
24949170	0.204	0.05
3466113	0.07	0.128
12857448	0.017	0.176
10224734	0.196	0.077
33594947	0.105	0.13
966552	0.075	0.192
5241676	0.124	0.142
15639202	0.144	0.104
19905844	0.157	0.197
1663320	0.224	0.075
1303197	0.19	0.054
4512681	0.077	0.135
23975295	0.038	0.113
2467280	0.095	0.105
7090669	0.069	0.042
10432695	0.041	0.149
6435145	0.082	0.204
2648856	0.094	0.147
2338993	0.089	0.149
14640745	0.076	0.155
31205051	0.089	0.088
17753400	0.158	0.096
6937139	0.137	0.073
622993	0.098	0.131
699336	0.118	0.067
21634467	0.056	0.16
29446866	0.061	0.122
32199706	0.082	0.248
14143347	0.084	0.058
28208601	0.174	0.0
26600812	0.112	0.141
3229585	0.078	0.193
15462142	0.151	0.15
31156702	0.17	0.109
28386057	0.104	0.194
5435938	0.1	0.0
31505539	0.064	0.089
2206566	0.05	0.154
28764889	0.0	0.158
13049849	0.105	0.104
14896191	0.0	0.046
180241	0.048	0.182
2390554	0.037	0.159
1482950	0.024	0.129
31867162	0.067	0.075
30604129	0.253	0.235
4092144	0.042	0.234
35119561	0.022	0.08
3019565	0.095	0.153
8283136	0.065	0.039
545795	0.07	0.082
22352229	0.163	0.039
34927590	0.0	0.156
26297867	0.194	0.131
31229287	0.0	0.174
35785586	0.11	0.0
8536802	0.04	0.094
10331139	0.076	0.139
3334667	0.03	0.163
19497060	0.12	0.059
19310258	0.065	0.136
32204201	0.063	0.07
24934813	0.228	0.131
32604160	0.083	0.132
6699130	0.0	0.219
26470932	0.079	0.063
15139794	0.0	0.0
27665775	0.175	0.0
9266932	0.093	0.107
32380648	0.06	0.135
16648109	0.102	0.074
8940854	0.116	0.064
31316750	0.036	0.097
1001692	0.146	0.064
15105645	0.088	0.118
11975009	0.092	0.228
31235673	0.095	0.135
12561001	0.073	0.103
20658736	0.088	0.143
289755	0.041	0.165
448814	0.028	0.075
3253340	0.032	0.124
10071292	0.043	0.102
17570326	0.08	0.239
10479762	0.054	0.043
14399659	0.101	0.0
12835554	0.095	0.154
12378414	0.281	0.09
5725237	0.058	0.077
4451435	0.049	0.118
169202	0.082	0.083
2377695	0.13	0.129
3837132	0.029	0.059
11288620	0.049	0.152
26064019	0.106	0.154
14359104	0.125	0.072
12036077	0.0	0.043
7351154	0.12	0.074
2112205	0.11	0.138
2617386	0.072	0.084
16066384	0.226	0.04
3237559	0.054	0.092
41528	0.105	0.107
16029506	0.124	0.127
19817505	0.064	0.134
32777635	0.121	0.183
6233638	0.06	0.164
5454380	0.149	0.051
9789564	0.179	0.146
326242	0.068	0.116
19502933	0.065	0.0
20571157	0.035	0.12
25345231	0.062	0.103
34599946	0.009	0.022
27197943	0.27	0.114
18000201	0.061	0.0
31496522	0.044	0.094
34270681	0.082	0.23
13639421	0.037	0.107
9573648	0.144	0.063
1012964	0.099	0.053
6499360	0.055	0.159
10950017	0.076	0.088
8004497	0.149	0.082
25260811	0.02	0.207
19288672	0.077	0.07
4343515	0.058	0.194
10640523	0.142	0.126
1336117	0.05	0.191
13361675	0.131	0.061
18862965	0.146	0.011
4537597	0.074	0.051
35014318	0.093	0.241
8141252	0.068	0.159
25225244	0.121	0.102
6768398	0.185	0.075
32281762	0.055	0.155
32975370	0.029	0.113
23617312	0.053	0.189
8355881	0.114	0.157
11604193	0.113	0.025
24551073	0.053	0.051
23681959	0.0	0.084
7209996	0.234	0.133
6057074	0.066	0.07
2645157	0.047	0.237
17243817	0.059	0.131
7052375	0.138	0.119
34246375	0.166	0.0
31427508	0.146	0.123
1056023	0.061	0.183
4471231	0.067	0.102
3523466	0.058	0.17
1482557	0.089	0.103
31291851	0.125	0.113
29468540	0.098	0.198
13184696	0.057	0.034
34744241	0.202	0.011
19700296	0.0	0.055
10190365	0.137	0.072
26967746	0.177	0.061
29585621	0.068	0.032
2430019	0.061	0.183
14560623	0.16	0.1
2788063	0.159	0.103
34354688	0.0	0.0
7998725	0.196	0.041
9463843	0.086	0.021
18991745	0.147	0.084
25092646	0.039	0.18
5335934	0.018	0.119
22235879	0.096	0.113
8974884	0.033	0.199
6527956	0.11	0.059
21426405	0.226	0.06
3272326	0.116	0.172
26166944	0.094	0.112
11524153	0.042	0.108
34972884	0.211	0.037
1345561	0.151	0.107
10628527	0.055	0.068
6079205	0.098	0.188
12625574	0.104	0.079
12364636	0.031	0.164
6832295	0.069	0.141
2964301	0.164	0.067
33108388	0.126	0.129
13996230	0.112	0.256
11161265	0.078	0.194
7460481	0.054	0.093
12039019	0.071	0.103
6504302	0.102	0.181
33228938	0.049	0.042
29498265	0.061	0.091
476640	0.11	0.112
54030	0.092	0.127
33984024	0.142	0.161
13418779	0.088	0.086
165990	0.043	0.093
6978600	0.101	0.113
6494145	0.09	0.124
23150143	0.079	0.178
11502190	0.128	0.06
14814612	0.105	0.142
26322280	0.085	0.145
26748825	0.035	0.123
20600000	0.015	0.0
18994794	0.0	0.126
19398524	0.102	0.174
5628492	0.06	0.175
1417388	0.228	0.11
10253953	0.0	0.327
25947431	0.102	0.082
29271392	0.139	0.086
18473521	0.099	0.133
12710627	0.159	0.126
1844615	0.103	0.131
1662573	0.076	0.0
23118238	0.051	0.034
11624498	0.014	0.097
12320256	0.069	0.118
6792531	0.089	0.211
11120431	0.062	0.085
2259688	0.071	0.17
12674456	0.051	0.127
10133100	0.059	0.091
17216587	0.071	0.049
2270205	0.082	0.145
17874058	0.107	0.109
13464912	0.117	0.098
26429300	0.048	0.149
3645256	0.032	0.193
3499631	0.121	0.223
2435076	0.06	0.046
4343361	0.065	0.045
23746718	0.082	0.047
25256753	0.185	0.079
15938122	0.062	0.198
35762725	0.141	0.049
67427	0.041	0.137
770239	0.162	0.044
29901445	0.117	0.052
28145330	0.064	0.118
6645089	0.038	0.087
12621957	0.078	0.145
18683083	0.0	0.0
30351286	0.079	0.068
4295195	0.099	0.111
8737659	0.153	0.127
24845777	0.045	0.155
8312297	0.027	0.099
9985510	0.241	0.007
4105119	0.112	0.028
14900984	0.043	0.124
11944726	0.093	0.157
19301429	0.216	0.041
1682805	0.072	0.083
26913455	0.143	0.073
34652966	0.12	0.132
17006384	0.147	0.0
2251194	0.069	0.099
15397453	0.081	0.059
7906493	0.058	0.116
2162986	0.081	0.082
4865852	0.08	0.193
463396	0.067	0.113
4795478	0.168	0.121
565879	0.149	0.148
6550840	0.041	0.106
2614244	0.142	0.153
5902339	0.07	0.167
31731713	0.189	0.115
15899017	0.098	0.0
2941342	0.075	0.25
19344803	0.124	0.021
17776753	0.0	0.147
4032727	0.081	0.054
4892253	0.222	0.05
34749036	0.163	0.057
27459449	0.047	0.148
34988305	0.148	0.238
3978160	0.149	0.191
16019200	0.109	0.068
4851414	0.112	0.071
29641798	0.011	0.219
32898123	0.056	0.258
28116404	0.143	0.104
7451098	0.039	0.181
2731727	0.098	0.21
4069274	0.13	0.053
5626726	0.153	0.119
1389153	0.067	0.056
18762081	0.0	0.102
2080306	0.111	0.113
12283356	0.172	0.081
8982202	0.107	0.064
25180915	0.078	0.078
16291021	0.116	0.088
401782	0.058	0.138
26990345	0.028	0.174
9974375	0.103	0.107
34037650	0.063	0.08
8357964	0.096	0.151
18884961	0.133	0.076
32035288	0.028	0.073
957322	0.094	0.16
31206542	0.129	0.128
22989233	0.106	0.151
25086167	0.115	0.13
1058504	0.131	0.017
21000149	0.08	0.19
5471678	0.066	0.072
26792591	0.112	0.058
4391702	0.052	0.174
6135427	0.028	0.078
3341217	0.029	0.087
694559	0.073	0.085
21871596	0.174	0.222
20000224	0.113	0.125
32943405	0.082	0.097
1576720	0.077	0.127
4531990	0.098	0.132
28995186	0.071	0.365
3933604	0.094	0.025
23947773	0.161	0.1
19063274	0.074	0.14
6969487	0.022	0.127
21753290	0.062	0.057
666923	0.074	0.109
22574837	0.0	0.16
2393998	0.079	0.157
5490152	0.143	0.106
7450532	0.111	0.095
32529406	0.196	0.06
21250632	0.238	0.0
30245847	0.15	0.0
9087548	0.02	0.187
31658770	0.066	0.0
22407076	0.101	0.107
35016542	0.045	0.055
27193276	0.163	0.073
73471	0.136	0.171
15945871	0.03	0.163
550486	0.114	0.068
34953218	0.119	0.05
35367467	0.21	0.033
25499697	0.046	0.256
25330760	0.209	0.027
31239767	0.148	0.068
171618	0.074	0.106
22039671	0.063	0.122
12061267	0.095	0.09
26039454	0.138	0.12
10543866	0.063	0.0
11948988	0.0	0.077
6156372	0.047	0.083
27727249	0.0	0.0
12897402	0.147	0.135
531816	0.068	0.107
29129012	0.181	0.034
21510686	0.124	0.048
8484755	0.093	0.107
1668866	0.117	0.151
15699428	0.211	0.038
20425100	0.043	0.061
31431586	0.098	0.063
18400321	0.041	0.167
1737543	0.098	0.086
25730129	0.113	0.087
6142808	0.041	0.182
2188010	0.112	0.082
17864265	0.026	0.148
23395917	0.144	0.082
2617036	0.072	0.093
806082	0.082	0.112
29545870	0.205	0.117
32172995	0.0	0.089
32969212	0.079	0.046
24229540	0.078	0.065
28115795	0.034	0.175
18685527	0.059	0.11
2384000	0.104	0.13
11376173	0.125	0.249
27116963	0.058	0.161
20904391	0.116	0.138
28611693	0.036	0.201
12311917	0.077	0.165
31110752	0.0	0.056
24416448	0.074	0.048
13572405	0.061	0.057
14746644	0.099	0.048
7029576	0.043	0.046
228496	0.045	0.102
6763625	0.153	0.084
739286	0.052	0.104
14322780	0.0	0.0
11142730	0.054	0.022
170936	0.108	0.088
32648655	0.087	0.174
6461832	0.15	0.097
